HH Income,Home Ownership,Ethnicity,dummy for Children,Year Of Residence,Age range,Language,City,County,weekly fee,Deliveryperiod,Nielsen Prizm,reward program,Source Channel,is_churned
"$  70,000 - $79,999",OWNER,Hispanic,Y,12,40-44,Spanish,FULLERTON,ORANGE,$4.00 - $4.99,7day,MW,0,Crew,1
"$300,000 - $399,999",OWNER,English,N,3,65-69,English,YORBA LINDA,ORANGE,$0 - $0.01,sunonly,FW,0,Partner,0
"$125,000 - $149,999",OWNER,Scottish (Scotch),N,11,50-54,English,SANTA ANA,ORANGE,$2.00 - $2.99,thu-sun,MW,0,Internet,1
"$  60,000 - $69,999",OWNER,Vietnamese,N,16,50-54,Vietnamese,SANTA ANA,ORANGE,$3.00 - $3.99,thu-sun,FE,0,TeleIn,0
"$300,000 - $399,999",OWNER,unknown,N,6,55-59,unknown,YORBA LINDA,ORANGE,$10.00 - $10.99,7day,MW,0,Internet,0
"$500,000 Plus",OWNER,Hispanic,N,14,40-44,Spanish,COSTA MESA,ORANGE,$0.01 - $0.50,sunonly,MW,0,Partner,1
"$100,000 - $124,999",OWNER,Hispanic,N,30,65-69,Spanish,SANTA ANA,ORANGE,$4.00 - $4.99,7day,FM,0,TeleIn,1
"$100,000 - $124,999",OWNER,unknown,N,45,75 years or more,unknown,PLACENTIA,ORANGE,$10.00 - $10.99,7day,MM,0,CustCall,0
"Under $20,000",RENTER,Korean,N,1,25-29,English,ANAHEIM,ORANGE,$2.00 - $2.99,thu-sun,FE,0,Crew,1
"$  20,000 - $29,999",RENTER,English,N,1,30-34,English,ANAHEIM,ORANGE,$2.00 - $2.99,soootfs,FE,0,System,1
"$  30,000 - $39,999",RENTER,Hispanic,N,8,30-34,Spanish,ANAHEIM,ORANGE,$5.00 - $5.99,7day,FE,0,TeleOut,1
"$400,000 - $499,999",OWNER,English,Y,3,45-49,English,YORBA LINDA,ORANGE,$4.00 - $4.99,7day,MW,0,VRU,1
"$300,000 - $399,999",OWNER,English,Y,21,45-49,English,CORONA,RIVERSIDE,$0.01 - $0.50,sunonly,FW,0,Partner,1
"$  90,000 - $99,999",OWNER,Scottish (Scotch),N,1,45-49,English,SANTA ANA,ORANGE,$1.00 - $1.99,7day,FM,0,Crew,1
"$500,000 Plus",OWNER,Danish,Y,9,40-44,English,YORBA LINDA,ORANGE,$3.00 - $3.99,7day,FW,0,CustCall,1
"$200,000 - $249,999",OWNER,Korean,N,2,45-49,Korean,YORBA LINDA,ORANGE,$9.00 - $9.99,7day,FW,0,VRU,1
"Under $20,000",RENTER,Hispanic,N,23,55-59,Spanish,ANAHEIM,ORANGE,$4.00 - $4.99,7day,FE,0,TeleIn,1
"$  30,000 - $39,999",RENTER,unknown,N,2,55-59,unknown,LAGUNA BEACH,ORANGE,$7.00 - $7.99,7day,MM,0,TeleIn,1
"$200,000 - $249,999",OWNER,Indian,N,8,65-69,Hindi,YORBA LINDA,ORANGE,$0 - $0.01,sunonly,MW,0,Partner,0
"$500,000 Plus",OWNER,Scottish (Scotch),Y,20,55-59,English,YORBA LINDA,ORANGE,$8.00 - $8.99,7day,FW,0,CustCall,0
"$125,000 - $149,999",OWNER,German,N,43,65-69,English,FULLERTON,ORANGE,$4.00 - $4.99,7day,MW,0,CustCall,1
"$500,000 Plus",OWNER,German,Y,4,50-54,English,YORBA LINDA,ORANGE,$2.00 - $2.99,7day,YW,0,TeleIn,1
"$  70,000 - $79,999",OWNER,Italian,N,5,30-34,English,PLACENTIA,ORANGE,$0.01 - $0.50,sunonly,FW,0,Partner,0
"$100,000 - $124,999",OWNER,English,N,11,45-49,English,IRVINE,ORANGE,$2.00 - $2.99,sunonly,FM,0,Crew,1
"$  50,000 - $59,999",RENTER,Hispanic,N,2,35-39,English,LAKE FOREST,ORANGE,$1.00 - $1.99,soooooo,YM,0,Internet,1
"$  60,000 - $69,999",OWNER,Hispanic,N,15,55-59,Spanish,ANAHEIM,ORANGE,$2.00 - $2.99,thu-sun,YM,0,Crew,1
"$125,000 - $149,999",OWNER,Vietnamese,N,16,75 years or more,Vietnamese,IRVINE,ORANGE,$1.00 - $1.99,sunonly,YW,0,Internet,1
"$  20,000 - $29,999",OWNER,Hispanic,Y,22,75 years or more,Spanish,SANTA ANA,ORANGE,$0 - $0.01,sunonly,MM,0,Partner,1
"$100,000 - $124,999",OWNER,Hispanic,N,26,55-59,Spanish,COSTA MESA,ORANGE,$0.01 - $0.50,sunonly,FM,0,Partner,0
"$  30,000 - $39,999",RENTER,Hispanic,N,1,45-49,English,SANTA ANA,ORANGE,$0.01 - $0.50,7day,FE,0,Crew,0
"$  60,000 - $69,999",OWNER,Hispanic,N,26,60-64,English,SANTA ANA,ORANGE,$0 - $0.01,sunonly,FM,0,Partner,0
"$  30,000 - $39,999",OWNER,Hispanic,N,11,45-49,Spanish,ANAHEIM,ORANGE,$4.00 - $4.99,7day,FM,0,Kiosk,1
"$125,000 - $149,999",OWNER,Italian,N,44,65-69,English,HUNTINGTON BEACH,ORANGE,$2.00 - $2.99,thu-sun,MW,0,SCinsert,1
"$  20,000 - $29,999",RENTER,English,N,1,40-44,English,LONG BEACH,LOS ANGELES,$1.00 - $1.99,7day,YM,0,Crew,1
"$  90,000 - $99,999",RENTER,Hispanic,N,19,45-49,English,ORANGE,ORANGE,$4.00 - $4.99,7day,FE,0,Crew,1
"Under $20,000",RENTER,Hispanic,N,6,45-49,English,SANTA ANA,ORANGE,$1.00 - $1.99,thu-sun,FE,0,Crew,1
"$125,000 - $149,999",OWNER,English,N,28,55-59,English,LONG BEACH,LOS ANGELES,$0.01 - $0.50,sunonly,FM,0,Partner,1
"$  30,000 - $39,999",OWNER,Hispanic,N,2,25-29,Spanish,ANAHEIM,ORANGE,$2.00 - $2.99,fri-sun,MM,0,CustCall,1
"$  90,000 - $99,999",OWNER,unknown,N,21,55-59,unknown,ANAHEIM,ORANGE,$0.01 - $0.50,sunonly,MW,0,Partner,1
"$  20,000 - $29,999",OWNER,Scottish (Scotch),N,10,60-64,English,SANTA ANA,ORANGE,$0.01 - $0.50,sunonly,FM,0,Partner,1
"$100,000 - $124,999",OWNER,Hispanic,N,35,55-59,English,DIAMOND BAR,LOS ANGELES,$0 - $0.01,7day,MM,0,Partner,0
"Under $20,000",OWNER,Hispanic,N,22,55-59,English,LONG BEACH,LOS ANGELES,$5.00 - $5.99,7day,YM,0,TeleIn,1
"$  60,000 - $69,999",OWNER,Hispanic,N,31,55-59,Spanish,SANTA ANA,ORANGE,$0 - $0.01,sunonly,FE,0,Partner,0
"$  40,000 - $49,999",OWNER,Korean,N,13,70-74,Korean,ANAHEIM,ORANGE,$2.00 - $2.99,sunonlyt,MM,0,CustCall,1
"$  40,000 - $49,999",OWNER,Hispanic,Y,23,75 years or more,Spanish,SANTA ANA,ORANGE,$1.00 - $1.99,sunonly,FM,0,TeleIn,1
"$  30,000 - $39,999",OWNER,Hispanic,Y,14,50-54,Spanish,SANTA ANA,ORANGE,$0.01 - $0.50,sunonly,FE,0,Partner,1
"$  70,000 - $79,999",RENTER,Italian,N,2,35-39,English,NEWPORT BEACH,ORANGE,$2.00 - $2.99,sunonly,YW,0,Kiosk,1
"$125,000 - $149,999",OWNER,Hispanic,N,23,50-54,Spanish,ANAHEIM,ORANGE,$1.00 - $1.99,sunonly,MW,0,Partner,1
"$150,000 - $174,999",OWNER,Italian,N,26,75 years or more,English,HUNTINGTON BEACH,ORANGE,$4.00 - $4.99,sunonly,MW,0,CustCall,0
"$125,000 - $149,999",OWNER,English,N,22,50-54,English,SAN CLEMENTE,ORANGE,$5.00 - $5.99,7day,MW,0,CustCall,1
"$125,000 - $149,999",OWNER,Vietnamese,N,17,65-69,Vietnamese,SANTA ANA,ORANGE,$0.01 - $0.50,sunonly,FM,0,Partner,0
"Under $20,000",RENTER,Italian,N,7,75 years or more,Italian,SANTA ANA,ORANGE,$1.00 - $1.99,sunonlyt,FE,0,TeleIn,1
"Under $20,000",OWNER,Vietnamese,N,8,40-44,Vietnamese,SANTA ANA,ORANGE,$4.00 - $4.99,7day,FE,0,TeleIn,1
"Under $20,000",RENTER,Hispanic,N,1,24 years or less,English,SANTA ANA,ORANGE,$2.00 - $2.99,thu-sun,FE,0,Crew,1
"$  30,000 - $39,999",OWNER,Hispanic,N,7,45-49,Spanish,SANTA ANA,ORANGE,$1.00 - $1.99,sunonly,FE,0,Partner,1
"$  80,000 - $89,999",OWNER,Hispanic,N,28,50-54,Spanish,SANTA ANA,ORANGE,$0 - $0.01,sunonly,FE,0,Partner,0
"Under $20,000",RENTER,Hispanic,N,2,25-29,Spanish,SANTA ANA,ORANGE,$0.01 - $0.50,7day,MM,0,Crew,0
"$100,000 - $124,999",OWNER,English,Y,5,50-54,English,CORONA,RIVERSIDE,$0.51 - $0.99,7day,FM,0,TeleIn,1
"$  60,000 - $69,999",OWNER,Hispanic,N,2,30-34,Spanish,CORONA,RIVERSIDE,$9.00 - $9.99,7day,YW,0,CustCall,1
"$125,000 - $149,999",OWNER,Vietnamese,Y,24,70-74,Vietnamese,HUNTINGTON BEACH,ORANGE,$1.00 - $1.99,7day,MW,0,TeleIn,1
"$300,000 - $399,999",OWNER,English,N,51,50-54,English,HUNTINGTON BEACH,ORANGE,$2.00 - $2.99,soootfs,MW,0,TeleIn,1
"$500,000 Plus",OWNER,Irish,N,22,55-59,English,YORBA LINDA,ORANGE,$8.00 - $8.99,thu-sun,YW,1,RetenIn,0
"$300,000 - $399,999",OWNER,Irish,N,11,45-49,English,YORBA LINDA,ORANGE,$0 - $0.01,sunonly,FM,0,Partner,1
"$300,000 - $399,999",OWNER,Scottish (Scotch),Y,12,50-54,English,YORBA LINDA,ORANGE,$0.01 - $0.50,sunonly,MM,0,SCinsert,1
"$150,000 - $174,999",OWNER,Hispanic,N,6,60-64,Spanish,YORBA LINDA,ORANGE,$4.00 - $4.99,7day,FW,0,CustCall,1
"Under $20,000",RENTER,Hispanic,N,7,30-34,Spanish,ANAHEIM,ORANGE,$0.01 - $0.50,sunonly,FE,0,Partner,1
"$  40,000 - $49,999",OWNER,Italian,N,28,60-64,English,SANTA ANA,ORANGE,$0 - $0.01,sunonly,FM,0,Partner,1
"$  90,000 - $99,999",OWNER,African American 95%+,N,23,65-69,English,HUNTINGTON BEACH,ORANGE,$0.01 - $0.50,7day,MW,0,AdvAdm,1
"$  70,000 - $79,999",OWNER,Scottish (Scotch),N,9,60-64,English,ORANGE,ORANGE,$2.00 - $2.99,thu-sun,YM,0,TeleIn,1
"$300,000 - $399,999",OWNER,Welsh,N,22,65-69,English,YORBA LINDA,ORANGE,$1.00 - $1.99,thu-sun,MW,0,Crew,1
"$200,000 - $249,999",OWNER,Japanese,N,19,60-64,English,YORBA LINDA,ORANGE,$0 - $0.01,sunonly,MW,0,System,0
"$300,000 - $399,999",OWNER,Welsh,Y,27,55-59,English,HUNTINGTON BEACH,ORANGE,$10.00 - $10.99,7day,MW,1,CustCall,0
"$  40,000 - $49,999",OWNER,Hispanic,N,25,50-54,English,CORONA,RIVERSIDE,$0 - $0.01,sunonly,FM,0,Partner,0
"$  80,000 - $89,999",OWNER,German,N,12,50-54,English,COSTA MESA,ORANGE,$2.00 - $2.99,thu-sun,MW,0,RetenIn,1
"$300,000 - $399,999",OWNER,Italian,N,28,60-64,English,YORBA LINDA,ORANGE,$0 - $0.01,thu-sun,MW,0,CircAdm,1
"$150,000 - $174,999",OWNER,English,N,6,25-29,English,HUNTINGTON BEACH,ORANGE,$1.00 - $1.99,sunonlyt,MW,0,TeleIn,1
"$  90,000 - $99,999",OWNER,Italian,Y,38,60-64,English,HUNTINGTON BEACH,ORANGE,$4.00 - $4.99,7day,MM,0,Chat,1
"$200,000 - $249,999",OWNER,English,N,30,55-59,English,YORBA LINDA,ORANGE,$0.01 - $0.50,sunonly,MW,0,TeleIn,1
"$  90,000 - $99,999",OWNER,Arab,Y,6,35-39,English,PLACENTIA,ORANGE,$0 - $0.01,7day,MW,0,Partner,1
"$100,000 - $124,999",OWNER,unknown,N,3,35-39,unknown,COSTA MESA,ORANGE,$0.01 - $0.50,sunonly,YM,0,PARTNER,0
"$100,000 - $124,999",OWNER,Welsh,N,8,40-44,English,NEWPORT BEACH,ORANGE,$0.01 - $0.50,sunonly,YM,0,Partner,1
"$  50,000 - $59,999",OWNER,Hispanic,Y,7,30-34,English,PLACENTIA,ORANGE,$3.00 - $3.99,sunonly,FW,0,Crew,0
"$  30,000 - $39,999",RENTER,German,N,8,35-39,English,HUNTINGTON BEACH,ORANGE,$0.01 - $0.50,sunonly,YM,0,TeleIn,0
"$  30,000 - $39,999",OWNER,Hispanic,N,10,45-49,Spanish,ANAHEIM,ORANGE,$2.00 - $2.99,soootfs,YM,0,Crew,1
"$  30,000 - $39,999",OWNER,Hispanic,Y,15,35-39,Spanish,SANTA ANA,ORANGE,$0.51 - $0.99,sunonly,MM,0,TeleOut,1
"$  60,000 - $69,999",OWNER,English,N,46,75 years or more,English,LONG BEACH,LOS ANGELES,$0 - $0.01,7day,MW,0,Partner,1
"$  20,000 - $29,999",RENTER,Hispanic,N,5,50-54,Spanish,ANAHEIM,ORANGE,$4.00 - $4.99,7day,FE,0,Crew,1
"$125,000 - $149,999",OWNER,Hispanic,N,13,50-54,Spanish,FULLERTON,ORANGE,$0 - $0.01,sunonly,FW,0,Partner,1
"$  70,000 - $79,999",RENTER,English,N,35,70-74,English,HUNTINGTON BEACH,ORANGE,$4.00 - $4.99,7day,MM,0,CustCall,0
"$150,000 - $174,999",OWNER,Hispanic,N,33,65-69,English,HUNTINGTON BEACH,ORANGE,$7.00 - $7.99,7day,MW,6,System,1
"$  30,000 - $39,999",OWNER,German,N,6,50-54,English,LAKE FOREST,ORANGE,$0 - $0.01,sunonly,FE,0,CircAdm,1
"$  40,000 - $49,999",OWNER,Welsh,N,7,40-44,English,LAKE FOREST,ORANGE,$0.51 - $0.99,7day,FE,0,TeleIn,1
"Under $20,000",RENTER,Italian,N,1,40-44,English,LAKE FOREST,ORANGE,$0 - $0.01,sunonly,FE,0,Partner,1
"Under $20,000",RENTER,Hispanic,N,6,24 years or less,Spanish,ANAHEIM,ORANGE,$2.00 - $2.99,sunonly,FE,0,TeleIn,1
"$  20,000 - $29,999",RENTER,Hispanic,N,7,40-44,English,LAKEWOOD,LOS ANGELES,$2.00 - $2.99,thu-sun,YM,0,Crew,1
"$100,000 - $124,999",OWNER,unknown,Y,5,40-44,unknown,TRABUCO CANYON,ORANGE,$2.00 - $2.99,thu-sun,YW,0,DirectMl,1
"$150,000 - $174,999",OWNER,Italian,N,5,55-59,English,COSTA MESA,ORANGE,$5.00 - $5.99,soooooo,MW,0,CustCall,1
"$100,000 - $124,999",OWNER,Scottish (Scotch),N,20,55-59,English,HUNTINGTON BEACH,ORANGE,$0.01 - $0.50,sunonly,MW,0,Partner,1
"$  60,000 - $69,999",OWNER,English,N,19,70-74,English,LAKEWOOD,LOS ANGELES,$0.01 - $0.50,sunonly,MW,0,Partner,0
"$  70,000 - $79,999",OWNER,English,N,14,75 years or more,English,CORONA,RIVERSIDE,$0.01 - $0.50,thu-sun,FE,1,TeleIn,0
"$100,000 - $124,999",OWNER,Hispanic,Y,21,50-54,Spanish,COSTA MESA,ORANGE,$0.01 - $0.50,sunonly,FM,0,Partner,1
"$150,000 - $174,999",OWNER,English,Y,2,35-39,English,YORBA LINDA,ORANGE,$4.00 - $4.99,7day,YW,0,CustCall,1
"$100,000 - $124,999",OWNER,unknown,N,12,75 years or more,unknown,HUNTINGTON BEACH,ORANGE,$4.00 - $4.99,7day,MW,0,CustCall,0
"$300,000 - $399,999",OWNER,Welsh,Y,21,55-59,English,FULLERTON,ORANGE,$2.00 - $2.99,7day,MW,0,TeleIn,1
"$150,000 - $174,999",OWNER,Danish,N,54,75 years or more,English,COSTA MESA,ORANGE,$5.00 - $5.99,7day,YM,0,CustCall,0
"$150,000 - $174,999",OWNER,English,Y,15,40-44,English,TRABUCO CANYON,ORANGE,$5.00 - $5.99,7day,FM,0,CustCall,1
"$300,000 - $399,999",OWNER,Jewish,N,17,60-64,English,YORBA LINDA,ORANGE,$5.00 - $5.99,7day,MW,0,CustCall,1
"Under $20,000",RENTER,Hispanic,N,2,30-34,Spanish,ANAHEIM,ORANGE,$1.00 - $1.99,sunonly,FE,0,Partner,1
"Under $20,000",RENTER,Hispanic,N,2,30-34,Spanish,ANAHEIM,ORANGE,$0 - $0.01,sunonly,FE,0,Partner,1
"$  90,000 - $99,999",OWNER,Jewish,Y,3,30-34,English,HUNTINGTON BEACH,ORANGE,$2.00 - $2.99,soooooo,MM,0,CustCall,1
"$  80,000 - $89,999",RENTER,Hispanic,N,2,40-44,English,ORANGE,ORANGE,$0 - $0.01,sunonly,YW,0,Partner,1
"$  50,000 - $59,999",OWNER,Hispanic,N,4,30-34,Spanish,CORONA,RIVERSIDE,$0 - $0.01,sunonly,FE,0,Partner,1
"$175,000 - $199,999",OWNER,German,Y,31,70-74,German,HUNTINGTON BEACH,ORANGE,$1.00 - $1.99,thu-sun,MW,0,System,1
"$  40,000 - $49,999",RENTER,English,N,1,50-54,English,PLACENTIA,ORANGE,$0 - $0.01,sunonly,YW,0,Partner,1
"$300,000 - $399,999",RENTER,Hispanic,N,7,45-49,English,HUNTINGTON BEACH,ORANGE,$4.00 - $4.99,7day,MW,0,CustCall,1
"$  20,000 - $29,999",OWNER,Hispanic,N,16,25-29,Spanish,SANTA ANA,ORANGE,$3.00 - $3.99,soootfs,ME,0,Crew,1
"$  60,000 - $69,999",OWNER,French,Y,5,35-39,English,SAN CLEMENTE,ORANGE,$0.01 - $0.50,sunonly,FE,0,System,1
"$100,000 - $124,999",OWNER,English,Y,39,75 years or more,English,SAN CLEMENTE,ORANGE,$10.00 - $10.99,7day,YW,1,CustCall,0
"$  30,000 - $39,999",OWNER,Hispanic,N,8,65-69,Spanish,LA HABRA,ORANGE,$3.00 - $3.99,7day,FE,0,Crew1,1
"Under $20,000",RENTER,Hispanic,N,9,35-39,Spanish,LA HABRA,ORANGE,$0.01 - $0.50,sunonly,FE,0,Partner,1
"$100,000 - $124,999",OWNER,Hispanic,Y,12,45-49,English,IRVINE,ORANGE,$2.00 - $2.99,thu-sun,MW,0,Crew,1
"Under $20,000",RENTER,Hispanic,N,14,50-54,Spanish,ANAHEIM,ORANGE,$4.00 - $4.99,soootfs,FM,0,TeleIn,1
"$  80,000 - $89,999",RENTER,Hispanic,Y,10,55-59,English,TUSTIN,ORANGE,$0.01 - $0.50,sunonly,YE,0,Crew1,0
"Under $20,000",OWNER,English,N,8,65-69,English,FULLERTON,ORANGE,$2.00 - $2.99,thu-sun,FM,0,CustCall,1
"$  60,000 - $69,999",RENTER,German,N,3,60-64,English,LONG BEACH,LOS ANGELES,$7.00 - $7.99,thu-sun,YM,0,CustCall,0
"$  40,000 - $49,999",OWNER,Hispanic,N,11,35-39,Spanish,PLACENTIA,ORANGE,$0 - $0.01,sunonly,FE,0,Partner,1
"$100,000 - $124,999",OWNER,German,N,12,50-54,English,BREA,ORANGE,$3.00 - $3.99,7day,MW,0,TeleIn,1
"Under $20,000",OWNER,Hispanic,Y,38,55-59,Spanish,LA HABRA,ORANGE,$0 - $0.01,sunonly,MW,0,Partner,1
"$300,000 - $399,999",OWNER,Hispanic,N,33,75 years or more,Spanish,HUNTINGTON BEACH,ORANGE,$4.00 - $4.99,thu-sunt,MW,0,TeleIn,1
"$  70,000 - $79,999",RENTER,Hispanic,N,6,45-49,Spanish,LAKEWOOD,LOS ANGELES,$0.01 - $0.50,thu-sun,FE,0,Crew,0
"$  90,000 - $99,999",OWNER,Hispanic,N,36,65-69,English,HUNTINGTON BEACH,ORANGE,$1.00 - $1.99,thu-sun,MW,0,SCINSRT4,0
"$  20,000 - $29,999",OWNER,English,N,13,75 years or more,English,LAKEWOOD,LOS ANGELES,$3.00 - $3.99,soootfs,FE,0,Crew,1
"$300,000 - $399,999",OWNER,German,N,26,60-64,English,HUNTINGTON BEACH,ORANGE,$2.00 - $2.99,satsun,MW,0,CustCall,1
"$400,000 - $499,999",OWNER,English,N,32,70-74,English,COSTA MESA,ORANGE,$6.00 - $6.99,7day,MW,0,CustCall,1
"$  90,000 - $99,999",OWNER,Hispanic,N,23,75 years or more,English,HUNTINGTON BEACH,ORANGE,$3.00 - $3.99,thu-sun,MM,0,TeleIn,1
"$  40,000 - $49,999",RENTER,English,N,3,75 years or more,English,LAGUNA WOODS,ORANGE,$0.01 - $0.50,sunonly,MM,0,DirectMl,0
"$300,000 - $399,999",OWNER,Irish,N,6,50-54,English,YORBA LINDA,ORANGE,$5.00 - $5.99,7day,YW,2,SCinsert,0
"$125,000 - $149,999",OWNER,English,Y,8,45-49,English,LAKE FOREST,ORANGE,$1.00 - $1.99,sunonly,FW,0,CustCall,1
"$  80,000 - $89,999",OWNER,English,N,1,30-34,English,HUNTINGTON BEACH,ORANGE,$1.00 - $1.99,sunonlyt,YM,0,CustCall,1
"$  80,000 - $89,999",RENTER,Danish,N,12,55-59,English,LONG BEACH,LOS ANGELES,$0.01 - $0.50,sunonly,FM,0,Partner,1
"$100,000 - $124,999",RENTER,Italian,N,2,25-29,English,NEWPORT BEACH,ORANGE,$0 - $0.01,sunonly,YM,0,Partner,1
"$  90,000 - $99,999",OWNER,Danish,N,11,50-54,Danish,SAN CLEMENTE,ORANGE,$4.00 - $4.99,7day,MM,0,DirectMl,1
"$125,000 - $149,999",OWNER,English,N,39,75 years or more,English,SEAL BEACH,ORANGE,$3.00 - $3.99,7day,MM,0,CustCall,0
"$100,000 - $124,999",OWNER,Hispanic,Y,17,45-49,Spanish,ANAHEIM,ORANGE,$0 - $0.01,sunonly,FM,0,Partner,1
"$100,000 - $124,999",OWNER,Vietnamese,N,24,50-54,Vietnamese,SANTA ANA,ORANGE,$7.00 - $7.99,7day,FM,0,RetenIn,1
"$  20,000 - $29,999",OWNER,Irish,N,13,40-44,English,FULLERTON,ORANGE,$0 - $0.01,sunonly,FE,0,Partner,1
"$  20,000 - $29,999",OWNER,Hispanic,N,6,60-64,Spanish,ANAHEIM,ORANGE,$2.00 - $2.99,thu-sun,MW,0,CircAdm,1
"$150,000 - $174,999",OWNER,Chinese,N,4,45-49,Chinese,FULLERTON,ORANGE,$0 - $0.01,sunonly,FM,0,Partner,1
"$  50,000 - $59,999",RENTER,Jewish,N,5,40-44,English,LAKEWOOD,LOS ANGELES,$3.00 - $3.99,thu-sun,YM,0,Kiosk1,0
"$300,000 - $399,999",OWNER,English,Y,27,60-64,English,LAKE FOREST,ORANGE,$0.01 - $0.50,sunonly,MW,0,Email,1
"$125,000 - $149,999",OWNER,Vietnamese,N,14,50-54,Vietnamese,HUNTINGTON BEACH,ORANGE,$4.00 - $4.99,7day,MW,0,CustCall,1
"$500,000 Plus",OWNER,Jewish,N,41,65-69,English,YORBA LINDA,ORANGE,$4.00 - $4.99,7day,MW,0,CustCall,1
"$300,000 - $399,999",OWNER,Hispanic,N,30,60-64,English,HUNTINGTON BEACH,ORANGE,$3.00 - $3.99,sunonly,FM,0,CustCall,1
"$  20,000 - $29,999",OWNER,English,N,1,55-59,English,LAGUNA WOODS,ORANGE,$1.00 - $1.99,7dayt,ME,0,TeleIn,1
"$100,000 - $124,999",OWNER,German,N,45,75 years or more,English,HUNTINGTON BEACH,ORANGE,$4.00 - $4.99,7day,MM,0,TeleIn,0
"$175,000 - $199,999",OWNER,Scottish (Scotch),Y,10,45-49,English,LAKE FOREST,ORANGE,$0 - $0.01,sunonly,FW,0,Partner,1
"$125,000 - $149,999",OWNER,Danish,N,12,55-59,English,HUNTINGTON BEACH,ORANGE,$4.00 - $4.99,7day,MW,0,Crew,1
"$300,000 - $399,999",OWNER,Scottish (Scotch),N,30,65-69,English,YORBA LINDA,ORANGE,$1.00 - $1.99,7day,MW,0,Partner,1
"$  40,000 - $49,999",OWNER,German,Y,37,30-34,English,CORONA,RIVERSIDE,$0.01 - $0.50,sunonly,YW,0,Internet,1
"$  70,000 - $79,999",OWNER,French,N,22,65-69,English,LAKE FOREST,ORANGE,$1.00 - $1.99,sunonly,MW,0,CustCall,1
"$125,000 - $149,999",OWNER,unknown,N,6,40-44,unknown,LAKE FOREST,ORANGE,$0.01 - $0.50,sunonly,YM,0,Partner,1
"$400,000 - $499,999",OWNER,Italian,Y,8,30-34,English,TRABUCO CANYON,ORANGE,$5.00 - $5.99,soootfs,FW,0,CircAdm,1
"$100,000 - $124,999",OWNER,Hispanic,N,15,50-54,English,IRVINE,ORANGE,$0 - $0.01,sunonly,MW,0,CircAdm,1
"$150,000 - $174,999",OWNER,Indian,N,9,35-39,English,IRVINE,ORANGE,$0.01 - $0.50,sunonly,MW,0,Partner,0
"$500,000 Plus",OWNER,German,N,23,50-54,English,TRABUCO CANYON,ORANGE,$7.00 - $7.99,omtwtfo,YW,0,Internet,1
"$175,000 - $199,999",OWNER,English,Y,4,60-64,English,SAN CLEMENTE,ORANGE,$10.00 - $10.99,7day,FW,0,CustCall,0
"$  80,000 - $89,999",OWNER,unknown,N,4,40-44,unknown,RANCHO SANTA MARGARITA,ORANGE,$9.00 - $9.99,7day,FM,0,RetenIn,1
"$300,000 - $399,999",OWNER,Indian,N,31,60-64,Hindi,IRVINE,ORANGE,$0.51 - $0.99,7day,MW,0,DirectMl,1
"$150,000 - $174,999",OWNER,English,N,37,65-69,English,IRVINE,ORANGE,$3.00 - $3.99,7day,MW,73,CustCall,0
"Under $20,000",OWNER,French,N,16,65-69,English,ANAHEIM,ORANGE,$3.00 - $3.99,sunonly,ME,0,Crew,0
"$500,000 Plus",OWNER,Austrian,N,31,60-64,English,IRVINE,ORANGE,$10.00 - $10.99,7day,MW,0,VRU,0
"$500,000 Plus",OWNER,English,Y,24,75 years or more,English,LAGUNA BEACH,ORANGE,$7.00 - $7.99,7day,YW,0,CustCall,0
"$  90,000 - $99,999",OWNER,German,N,20,55-59,English,TRABUCO CANYON,ORANGE,$1.00 - $1.99,thu-sun,FW,0,CustCall,1
"$400,000 - $499,999",OWNER,Italian,N,18,70-74,English,TRABUCO CANYON,ORANGE,$4.00 - $4.99,7day,FW,40,Email,1
"$125,000 - $149,999",OWNER,Chinese,N,9,50-54,Chinese,IRVINE,ORANGE,$0 - $0.01,sunonly,MW,0,Partner,1
"$  90,000 - $99,999",RENTER,Hispanic,N,4,30-34,English,FOOTHILL RANCH,ORANGE,$0.01 - $0.50,sunonly,FW,0,Partner,1
"$125,000 - $149,999",OWNER,unknown,N,11,55-59,unknown,RANCHO SANTA MARGARITA,ORANGE,$2.00 - $2.99,satsun,FM,0,CustCall,1
"$300,000 - $399,999",OWNER,Dutch,N,2,40-44,English,TRABUCO CANYON,ORANGE,$2.00 - $2.99,satsun,YW,0,TeleIn,1
"$125,000 - $149,999",OWNER,Slovakian (Slovak),N,29,70-74,English,IRVINE,ORANGE,$0 - $0.01,sunonly,MW,0,Partner,1
"$  80,000 - $89,999",OWNER,English,N,4,75 years or more,English,NEWPORT BEACH,ORANGE,$6.00 - $6.99,7day,MW,0,CustCall,1
"$175,000 - $199,999",OWNER,unknown,N,25,65-69,unknown,IRVINE,ORANGE,$1.00 - $1.99,7day,MM,0,CustCall,1
"$150,000 - $174,999",OWNER,Jewish,N,14,55-59,Hebrew,IRVINE,ORANGE,$2.00 - $2.99,thu-sun,FW,0,VRU,1
"$  40,000 - $49,999",OWNER,unknown,N,1,45-49,unknown,LAGUNA NIGUEL,ORANGE,$4.00 - $4.99,sunonly,FW,0,DirectMl,1
"$175,000 - $199,999",RENTER,English,Y,1,45-49,English,SAN CLEMENTE,ORANGE,$0.01 - $0.50,soooooo,FW,0,CircAdm,1
