HH Income,Home Ownership,Ethnicity,dummy for Children,Year Of Residence,Age range,Language,City,County,weekly fee,Deliveryperiod,Nielsen Prizm,reward program,Source Channel,is_churned
"$  80,000 - $89,999",OWNER,Italian,N,31,75 years or more,English,HUNTINGTON BEACH,ORANGE,$0.51 - $0.99,thu-sun,MW,0,Internet,0
"$150,000 - $174,999",OWNER,Italian,N,1,55-59,English,PLACENTIA,ORANGE,$0 - $0.01,sunonly,FW,0,Partner,1
"$125,000 - $149,999",OWNER,Polish,N,7,30-34,English,IRVINE,ORANGE,$2.00 - $2.99,fri-sun,YM,0,Kiosk,1
"$  80,000 - $89,999",OWNER,Hispanic,N,19,40-44,English,SANTA ANA,ORANGE,$4.00 - $4.99,7day,FE,0,TeleIn,1
"Under $20,000",OWNER,Hispanic,N,20,75 years or more,Spanish,PLACENTIA,ORANGE,$3.00 - $3.99,thu-sun,MM,0,Partner,1
"Under $20,000",OWNER,English,N,18,75 years or more,English,ORANGE,ORANGE,$3.00 - $3.99,soootfs,YW,0,TeleIn,1
"$500,000 Plus",OWNER,Scottish (Scotch),Y,20,40-44,English,ANAHEIM,ORANGE,$2.00 - $2.99,thu-sun,YW,0,System,1
"$  90,000 - $99,999",OWNER,Chinese,N,7,45-49,Chinese,ORANGE,ORANGE,$4.00 - $4.99,7day,MM,0,TeleIn,1
"$  70,000 - $79,999",RENTER,unknown,N,2,55-59,unknown,ALISO VIEJO,ORANGE,$2.00 - $2.99,sunonly,MW,0,CustCall,1
"Under $20,000",RENTER,Italian,N,6,30-34,Italian,SANTA ANA,ORANGE,$0.01 - $0.50,7day,FE,0,Crew,0
"$  90,000 - $99,999",OWNER,English,N,5,30-34,English,HUNTINGTON BEACH,ORANGE,$2.00 - $2.99,sunonly,YM,0,Crew,1
"$  30,000 - $39,999",OWNER,English,N,1,45-49,English,SANTA ANA,ORANGE,$1.00 - $1.99,sunonly,MM,0,TeleIn,1
"Under $20,000",RENTER,Hispanic,N,8,25-29,Spanish,SANTA ANA,ORANGE,$4.00 - $4.99,7day,FE,0,Crew,1
"$100,000 - $124,999",OWNER,English,N,1,30-34,English,ANAHEIM,ORANGE,$2.00 - $2.99,7day,YW,0,CustCall,1
"Under $20,000",RENTER,English,N,6,40-44,English,CORONA,RIVERSIDE,$0 - $0.01,sunonly,YE,0,Partner,1
"$  80,000 - $89,999",OWNER,Dutch,N,1,45-49,English,GARDEN GROVE,ORANGE,$4.00 - $4.99,7day,MM,0,CustCall,1
"$  90,000 - $99,999",OWNER,Hispanic,Y,17,40-44,Spanish,ANAHEIM,ORANGE,$0.01 - $0.50,sunonly,FM,0,Partner,1
"$100,000 - $124,999",OWNER,English,N,20,55-59,English,VILLA PARK,ORANGE,$0 - $0.01,sunonly,MW,0,Partner,1
"$100,000 - $124,999",OWNER,Polish,N,41,70-74,Polish,HUNTINGTON BEACH,ORANGE,$10.00 - $10.99,7day,MW,5,CustCall,0
"$100,000 - $124,999",OWNER,unknown,N,48,75 years or more,unknown,GARDEN GROVE,ORANGE,$7.00 - $7.99,7day,MW,0,CustCall,0
"$150,000 - $174,999",OWNER,English,N,37,65-69,English,GARDEN GROVE,ORANGE,$3.00 - $3.99,sunonly,MW,0,CustCall,0
"$  40,000 - $49,999",OWNER,Vietnamese,N,6,50-54,English,GARDEN GROVE,ORANGE,$3.00 - $3.99,thu-sun,FM,0,Crew1,0
"Under $20,000",RENTER,English,N,1,24 years or less,English,IRVINE,ORANGE,$0.01 - $0.50,sunonly,YW,0,Partner,1
"$  40,000 - $49,999",OWNER,Hispanic,Y,17,55-59,Spanish,LA HABRA,ORANGE,$2.00 - $2.99,thu-sun,MM,0,TeleOut,1
"$  40,000 - $49,999",OWNER,Vietnamese,N,5,50-54,Vietnamese,GARDEN GROVE,ORANGE,$3.00 - $3.99,thu-sun,FE,0,Crew1,0
"$125,000 - $149,999",OWNER,English,N,31,65-69,English,ORANGE,ORANGE,$10.00 - $10.99,7day,FM,0,CustCall,0
"$175,000 - $199,999",OWNER,English,N,55,75 years or more,English,FULLERTON,ORANGE,$5.00 - $5.99,7day,MM,0,DirectMl,0
"$  40,000 - $49,999",OWNER,Byelorussian (Belarusian),N,10,50-54,Russian,ANAHEIM,ORANGE,$2.00 - $2.99,thu-sun,FM,0,TeleOut,1
"$  50,000 - $59,999",OWNER,Jewish,N,7,35-39,English,FULLERTON,ORANGE,$4.00 - $4.99,7day,MW,0,Crew,1
"Under $20,000",OWNER,Vietnamese,N,10,70-74,Vietnamese,GARDEN GROVE,ORANGE,$0 - $0.01,sunonly,FE,0,Partner,1
"$300,000 - $399,999",OWNER,Irish,Y,20,50-54,English,HUNTINGTON BEACH,ORANGE,$3.00 - $3.99,7day,MW,3,RetenOut,0
"Under $20,000",OWNER,Vietnamese,N,10,45-49,Vietnamese,WESTMINSTER,ORANGE,$0 - $0.01,sunonly,MM,0,Partner,1
"$  40,000 - $49,999",OWNER,Hispanic,N,10,45-49,Spanish,SANTA ANA,ORANGE,$2.00 - $2.99,thu-sunt,FE,0,TeleIn,1
"$  80,000 - $89,999",OWNER,unknown,N,5,30-34,unknown,FULLERTON,ORANGE,$1.00 - $1.99,thu-sun,MM,0,TeleIn,1
"Under $20,000",RENTER,French,N,9,40-44,English,CORONA,RIVERSIDE,$0 - $0.01,sunonly,FE,0,Partner,1
"$  20,000 - $29,999",OWNER,Hispanic,Y,21,40-44,Spanish,SANTA ANA,ORANGE,$0.01 - $0.50,sunonly,FE,0,Partner,0
"$  40,000 - $49,999",RENTER,Chinese,N,1,30-34,English,FOUNTAIN VALLEY,ORANGE,$4.00 - $4.99,7day,YM,0,Crew,1
"$  40,000 - $49,999",OWNER,Welsh,N,7,25-29,English,ORANGE,ORANGE,$1.00 - $1.99,sunonly,FM,0,CustCall,1
"$  90,000 - $99,999",OWNER,Hispanic,N,7,45-49,English,CORONA,RIVERSIDE,$0.01 - $0.50,sunonly,FE,0,Partner,1
"$  30,000 - $39,999",RENTER,Hispanic,N,15,45-49,Spanish,SANTA ANA,ORANGE,$0.01 - $0.50,sunonly,FE,0,Partner,1
"$125,000 - $149,999",OWNER,Czech,Y,17,50-54,English,LAGUNA BEACH,ORANGE,$1.00 - $1.99,sunonly,FW,0,CustCall,0
"$  30,000 - $39,999",OWNER,Hispanic,Y,17,45-49,Spanish,CORONA,RIVERSIDE,$0.01 - $0.50,sunonly,FE,0,Partner,1
"Under $20,000",RENTER,Hispanic,N,6,30-34,English,ANAHEIM,ORANGE,$1.00 - $1.99,soootfs,FE,0,Crew,1
"$125,000 - $149,999",OWNER,Hispanic,Y,12,40-44,Spanish,SANTA ANA,ORANGE,$0 - $0.01,sunonly,FE,0,Kiosk,1
"$  20,000 - $29,999",RENTER,Hispanic,N,6,25-29,Spanish,WHITTIER,LOS ANGELES,$3.00 - $3.99,7day,FE,0,Crew,1
"$  60,000 - $69,999",OWNER,English,Y,27,70-74,English,HUNTINGTON BEACH,ORANGE,$4.00 - $4.99,7dayt,MW,0,TeleIn,1
"$  40,000 - $49,999",OWNER,Hispanic,Y,6,70-74,Spanish,GARDEN GROVE,ORANGE,$0.01 - $0.50,sunonly,YM,0,Partner,1
"$  40,000 - $49,999",OWNER,Vietnamese,N,17,55-59,Vietnamese,GARDEN GROVE,ORANGE,$1.00 - $1.99,soooooo,MM,0,Crew,1
"$  70,000 - $79,999",OWNER,Thai,Y,22,55-59,English,ANAHEIM,ORANGE,$3.00 - $3.99,thu-sun,FM,0,Crew,1
"$  30,000 - $39,999",OWNER,Hispanic,Y,15,30-34,Spanish,ANAHEIM,ORANGE,$1.00 - $1.99,sunonly,FM,0,TeleIn,1
"$  70,000 - $79,999",OWNER,Korean,N,15,60-64,English,FULLERTON,ORANGE,$3.00 - $3.99,thu-sun,MM,0,Crew1,1
"$  20,000 - $29,999",RENTER,Portuguese,N,10,24 years or less,Portuguese,SANTA ANA,ORANGE,$1.00 - $1.99,7day,FE,0,CircAdm,1
"Under $20,000",OWNER,Hispanic,Y,20,60-64,Spanish,SANTA ANA,ORANGE,$0.01 - $0.50,sunonly,FE,0,Partner,1
"$125,000 - $149,999",OWNER,Hispanic,Y,21,50-54,English,GARDEN GROVE,ORANGE,$0.51 - $0.99,sunonly,FM,0,TeleIn,1
"$  60,000 - $69,999",RENTER,German,N,1,30-34,English,SANTA ANA,ORANGE,$3.00 - $3.99,omtwtfo,FM,0,TeleOut,1
"$100,000 - $124,999",OWNER,Filipino (Philippine),N,14,60-64,English,ANAHEIM,ORANGE,$0.01 - $0.50,sunonly,FW,0,Partner,1
"$150,000 - $174,999",OWNER,Scottish (Scotch),Y,12,75 years or more,English,LAGUNA BEACH,ORANGE,$1.00 - $1.99,soootfs,YW,0,Crew,1
"$400,000 - $499,999",OWNER,Scottish (Scotch),N,38,70-74,English,SANTA ANA,ORANGE,$0.51 - $0.99,7dayt,MW,0,CustCall,1
"$125,000 - $149,999",OWNER,Hispanic,N,18,50-54,English,CYPRESS,ORANGE,$5.00 - $5.99,7day,ME,0,CustCall,1
"Under $20,000",OWNER,Hispanic,N,27,50-54,Spanish,SANTA ANA,ORANGE,$1.00 - $1.99,sunonly,FE,0,Partner,1
"$150,000 - $174,999",OWNER,Vietnamese,N,18,55-59,Vietnamese,WESTMINSTER,ORANGE,$0 - $0.01,thu-sun,MW,0,CircAdm,1
"$  30,000 - $39,999",RENTER,Hispanic,N,1,30-34,Spanish,ANAHEIM,ORANGE,$6.00 - $6.99,7day,FM,0,TeleIn,0
"$  20,000 - $29,999",RENTER,English,N,10,40-44,English,LONG BEACH,LOS ANGELES,$0.01 - $0.50,sunonly,YM,0,Partner,1
"Under $20,000",OWNER,English,Y,7,35-39,English,FULLERTON,ORANGE,$2.00 - $2.99,7day,MW,0,CircAdm,1
"$  90,000 - $99,999",OWNER,English,N,22,55-59,English,GARDEN GROVE,ORANGE,$3.00 - $3.99,7day,MM,0,Partner,1
"$  60,000 - $69,999",OWNER,German,N,16,55-59,English,CYPRESS,ORANGE,$0 - $0.01,sunonly,MM,0,Partner,0
"$100,000 - $124,999",OWNER,Dutch,N,23,45-49,English,FOUNTAIN VALLEY,ORANGE,$2.00 - $2.99,thu-sun,MW,0,System,0
"Under $20,000",RENTER,Scottish (Scotch),N,3,25-29,English,LONG BEACH,LOS ANGELES,$0.01 - $0.50,thu-sun,FE,0,Crew,1
"$100,000 - $124,999",OWNER,German,N,6,25-29,English,PLACENTIA,ORANGE,$4.00 - $4.99,7day,FM,0,CustCall,1
"$  20,000 - $29,999",OWNER,Hispanic,N,21,45-49,Spanish,SANTA ANA,ORANGE,$0.01 - $0.50,sunonly,FE,0,Partner,1
"$100,000 - $124,999",OWNER,English,Y,19,50-54,English,FULLERTON,ORANGE,$1.00 - $1.99,sunonly,MW,0,SCinsert,1
"$100,000 - $124,999",OWNER,Italian,N,37,65-69,English,ANAHEIM,ORANGE,$0.01 - $0.50,sunonly,MW,0,Partner,1
"$  90,000 - $99,999",OWNER,English,N,4,30-34,English,ANAHEIM,ORANGE,$0 - $0.01,sunonly,YW,0,Partner,1
"$100,000 - $124,999",OWNER,English,N,40,70-74,English,BREA,ORANGE,$4.00 - $4.99,7day,MW,0,TeleIn,0
"$  40,000 - $49,999",RENTER,Irish,N,2,25-29,English,HUNTINGTON BEACH,ORANGE,$0.01 - $0.50,sunonly,FM,0,Partner,1
"$  20,000 - $29,999",RENTER,Hispanic,Y,6,30-34,English,SANTA ANA,ORANGE,$1.00 - $1.99,7day,YM,0,Crew,1
"Under $20,000",RENTER,Vietnamese,N,8,75 years or more,Vietnamese,IRVINE,ORANGE,$1.00 - $1.99,7day,YM,0,TeleIn,1
"$175,000 - $199,999",OWNER,Irish,N,32,65-69,English,LA HABRA,ORANGE,$0.01 - $0.50,thu-sun,MM,0,Internet,0
"$100,000 - $124,999",OWNER,Hispanic,N,23,70-74,Spanish,ANAHEIM,ORANGE,$2.00 - $2.99,thu-sun,YM,0,Crew,1
"$  60,000 - $69,999",OWNER,Irish,N,22,75 years or more,English,FULLERTON,ORANGE,$3.00 - $3.99,sunonly,MM,0,CustCall,0
"$  30,000 - $39,999",RENTER,Vietnamese,N,12,65-69,Vietnamese,WESTMINSTER,ORANGE,$1.00 - $1.99,7day,MM,0,TeleIn,1
"$  70,000 - $79,999",RENTER,English,N,8,55-59,English,WESTMINSTER,ORANGE,$4.00 - $4.99,fri-sunt,ME,0,CustCall,1
"Under $20,000",RENTER,Vietnamese,N,4,65-69,Vietnamese,WESTMINSTER,ORANGE,$2.00 - $2.99,sunonlyt,MM,0,TeleIn,1
"$  60,000 - $69,999",OWNER,Hispanic,N,19,75 years or more,English,WESTMINSTER,ORANGE,$4.00 - $4.99,7day,MM,0,CustCall,1
"Under $20,000",RENTER,English,N,2,75 years or more,English,GARDEN GROVE,ORANGE,$2.00 - $2.99,7day,ME,0,CustCall,1
"$125,000 - $149,999",OWNER,Jewish,Y,8,40-44,Hebrew,CYPRESS,ORANGE,$0 - $0.01,7day,MW,0,CircAdm,1
"$  70,000 - $79,999",OWNER,English,Y,17,40-44,English,HUNTINGTON BEACH,ORANGE,$1.00 - $1.99,thu-sun,FM,0,Crew,1
"$  90,000 - $99,999",OWNER,Hispanic,N,15,45-49,Spanish,CYPRESS,ORANGE,$0 - $0.01,sunonly,MW,0,Partner,1
"$  60,000 - $69,999",OWNER,Chinese,Y,19,55-59,Chinese,GARDEN GROVE,ORANGE,$1.00 - $1.99,sunonly,YM,0,TeleIn,1
"$  70,000 - $79,999",OWNER,Hispanic,Y,16,45-49,Spanish,ANAHEIM,ORANGE,$0.01 - $0.50,sunonly,MM,0,Partner,0
"$100,000 - $124,999",OWNER,Vietnamese,N,9,40-44,Vietnamese,WESTMINSTER,ORANGE,$4.00 - $4.99,7day,FM,0,CustCall,1
"$500,000 Plus",OWNER,Ukrainian,N,23,50-54,English,SANTA ANA,ORANGE,$5.00 - $5.99,sooooos,FW,0,TeleIn,1
"$300,000 - $399,999",OWNER,Scottish (Scotch),Y,20,45-49,English,TUSTIN,ORANGE,$2.00 - $2.99,7day,FW,2,TeleIn,1
"$  90,000 - $99,999",OWNER,Welsh,Y,25,55-59,English,LA HABRA,ORANGE,$0.01 - $0.50,sunonly,FM,0,Partner,1
"$  50,000 - $59,999",OWNER,Hispanic,N,7,65-69,English,ORANGE,ORANGE,$0.01 - $0.50,thu-sun,FM,0,Crew1,1
"$  40,000 - $49,999",OWNER,Hispanic,Y,13,40-44,Spanish,SANTA ANA,ORANGE,$2.00 - $2.99,7day,YM,0,Kiosk,1
"$500,000 Plus",OWNER,Polish,Y,2,40-44,English,ANAHEIM,ORANGE,$0.01 - $0.50,sunonly,FW,0,Partner,1
"Under $20,000",OWNER,Hispanic,N,17,50-54,Spanish,SANTA ANA,ORANGE,$0 - $0.01,sunonly,FM,0,Partner,1
"Under $20,000",OWNER,Hispanic,N,17,50-54,Spanish,SANTA ANA,ORANGE,$2.00 - $2.99,thu-sun,FM,0,TeleOut,1
"Under $20,000",OWNER,Hispanic,N,17,50-54,Spanish,SANTA ANA,ORANGE,$2.00 - $2.99,7day,FM,0,TeleIn,1
"Under $20,000",RENTER,Hispanic,N,9,45-49,English,SANTA ANA,ORANGE,$4.00 - $4.99,7day,FE,0,Crew,1
"$  90,000 - $99,999",OWNER,Hispanic,Y,13,45-49,Spanish,CYPRESS,ORANGE,$0 - $0.01,sunonly,FM,0,Partner,1
"$100,000 - $124,999",OWNER,Vietnamese,N,8,50-54,Vietnamese,HUNTINGTON BEACH,ORANGE,$2.00 - $2.99,7day,MW,0,TeleIn,1
"$  90,000 - $99,999",OWNER,Welsh,N,30,60-64,English,FOUNTAIN VALLEY,ORANGE,$0 - $0.01,sunonly,MW,0,Partner,1
"$  60,000 - $69,999",RENTER,Vietnamese,N,11,45-49,English,GARDEN GROVE,ORANGE,$1.00 - $1.99,thu-sun,ME,0,TMC,1
"Under $20,000",RENTER,Dutch,N,2,50-54,English,SANTA ANA,ORANGE,$0.01 - $0.50,7day,MW,0,Crew,1
"$  20,000 - $29,999",OWNER,English,N,34,75 years or more,English,PLACENTIA,ORANGE,$4.00 - $4.99,7day,MM,0,CustCall,1
"$  50,000 - $59,999",RENTER,Hispanic,N,7,25-29,English,SANTA ANA,ORANGE,$0.51 - $0.99,7day,ME,0,TeleIn,1
"Under $20,000",OWNER,Hispanic,N,15,45-49,Spanish,SANTA ANA,ORANGE,$0.01 - $0.50,sunonly,FM,0,Partner,1
"$  30,000 - $39,999",OWNER,Vietnamese,N,9,35-39,English,GARDEN GROVE,ORANGE,$0.01 - $0.50,sunonly,YM,0,Partner,1
"$  40,000 - $49,999",RENTER,Vietnamese,N,18,25-29,Vietnamese,GARDEN GROVE,ORANGE,$0.01 - $0.50,sunonly,FE,0,Partner,1
"$  30,000 - $39,999",OWNER,Vietnamese,N,22,70-74,Vietnamese,GARDEN GROVE,ORANGE,$0.01 - $0.50,sunonly,MM,2,Partner,1
"$  60,000 - $69,999",OWNER,African (other),Y,33,25-29,English,BUENA PARK,ORANGE,$4.00 - $4.99,7day,MW,0,CustCall,1
"$100,000 - $124,999",OWNER,Hispanic,N,5,75 years or more,Spanish,VILLA PARK,ORANGE,$0.01 - $0.50,sunonly,YW,0,Internet,0
"$  20,000 - $29,999",RENTER,Scottish (Scotch),N,3,35-39,English,GARDEN GROVE,ORANGE,$2.00 - $2.99,satsun,MM,0,RetenIn,1
"$  80,000 - $89,999",OWNER,English,N,8,45-49,English,FOUNTAIN VALLEY,ORANGE,$0.01 - $0.50,sunonly,FM,0,DirectMl,1
"$  50,000 - $59,999",OWNER,Hispanic,N,8,45-49,Spanish,LONG BEACH,LOS ANGELES,$4.00 - $4.99,7day,MW,0,Crew,1
"$  40,000 - $49,999",OWNER,German,N,32,75 years or more,English,LA HABRA,ORANGE,$10.00 - $10.99,7day,MM,0,CustCall,0
"$100,000 - $124,999",OWNER,Scottish (Scotch),N,15,60-64,English,COSTA MESA,ORANGE,$0.01 - $0.50,7day,MM,0,AdvAdm,1
"$  20,000 - $29,999",RENTER,Hispanic,N,5,35-39,Spanish,ANAHEIM,ORANGE,$4.00 - $4.99,7day,FM,0,Partner,1
"$100,000 - $124,999",OWNER,Hispanic,Y,13,45-49,Spanish,BREA,ORANGE,$0 - $0.01,sunonly,FM,0,Partner,1
"Under $20,000",OWNER,Italian,N,14,55-59,English,HUNTINGTON BEACH,ORANGE,$0 - $0.01,sunonly,MM,0,Partner,0
"$  60,000 - $69,999",OWNER,Danish,Y,7,60-64,English,CYPRESS,ORANGE,$7.00 - $7.99,7day,FM,0,Crew,1
"$  50,000 - $59,999",OWNER,English,N,5,30-34,English,CYPRESS,ORANGE,$0.01 - $0.50,sunonly,MM,0,Partner,1
"$  70,000 - $79,999",OWNER,Vietnamese,N,26,45-49,Vietnamese,WESTMINSTER,ORANGE,$0 - $0.01,sunonly,MM,0,Partner,1
"Under $20,000",RENTER,Hispanic,Y,10,35-39,Spanish,GARDEN GROVE,ORANGE,$4.00 - $4.99,7day,YM,0,Crew,1
"$  60,000 - $69,999",OWNER,Indian,N,29,55-59,Hindi,BUENA PARK,ORANGE,$3.00 - $3.99,7day,MW,0,CustCall,0
"$100,000 - $124,999",OWNER,English,Y,16,40-44,English,HUNTINGTON BEACH,ORANGE,$0.01 - $0.50,sunonly,MW,0,Partner,1
"$100,000 - $124,999",OWNER,Jewish,N,43,75 years or more,English,FULLERTON,ORANGE,$10.00 - $10.99,7day,FM,26,CustCall,0
"$175,000 - $199,999",OWNER,Jewish,Y,21,45-49,English,FULLERTON,ORANGE,$3.00 - $3.99,thu-sun,YW,0,Crew,1
"$125,000 - $149,999",OWNER,German,N,46,75 years or more,English,FULLERTON,ORANGE,$0.01 - $0.50,sunonly,MM,0,Partner,0
"$  20,000 - $29,999",RENTER,English,N,1,30-34,English,ORANGE,ORANGE,$0 - $0.01,sunonly,FE,0,Partner,1
"$175,000 - $199,999",OWNER,unknown,N,2,50-54,unknown,ANAHEIM,ORANGE,$5.00 - $5.99,soootfs,FW,0,RetenIn,1
"Under $20,000",RENTER,Hispanic,N,8,65-69,Spanish,SANTA ANA,ORANGE,$3.00 - $3.99,thu-sun,FE,0,Kiosk4,1
"Under $20,000",RENTER,Hispanic,N,11,55-59,Spanish,STANTON,ORANGE,$3.00 - $3.99,thu-sun,FE,0,Kiosk1,1
"Under $20,000",RENTER,English,N,5,24 years or less,English,STANTON,ORANGE,$0.01 - $0.50,sunonly,FE,0,Partner,1
"$  70,000 - $79,999",RENTER,English,Y,3,45-49,English,FOUNTAIN VALLEY,ORANGE,$4.00 - $4.99,7day,YM,0,Crew,1
"Under $20,000",RENTER,Hispanic,N,13,30-34,English,STANTON,ORANGE,$1.00 - $1.99,7day,FE,0,Crew,1
"Under $20,000",RENTER,Italian,N,1,30-34,Italian,STANTON,ORANGE,$2.00 - $2.99,sunonly,FE,0,Crew,1
"Under $20,000",RENTER,Welsh,N,1,24 years or less,English,STANTON,ORANGE,$1.00 - $1.99,7day,FE,0,Crew,1
"Under $20,000",RENTER,Hispanic,N,1,35-39,Spanish,STANTON,ORANGE,$0.01 - $0.50,sunonly,FE,0,Crew1,0
"Under $20,000",RENTER,Italian,N,1,24 years or less,English,STANTON,ORANGE,$3.00 - $3.99,thu-sun,FE,0,Kiosk1,1
"$150,000 - $174,999",OWNER,Vietnamese,N,17,60-64,Vietnamese,WESTMINSTER,ORANGE,$0 - $0.01,sunonly,FM,0,Partner,1
"$  70,000 - $79,999",OWNER,Irish,Y,18,50-54,English,WESTMINSTER,ORANGE,$0 - $0.01,sunonly,FM,0,Partner,1
"$  90,000 - $99,999",OWNER,English,Y,12,50-54,English,HUNTINGTON BEACH,ORANGE,$0 - $0.01,sunonly,MW,0,Partner,1
"Under $20,000",RENTER,Hispanic,Y,4,35-39,English,SANTA ANA,ORANGE,$0.01 - $0.50,sunonly,FE,0,Partner,1
"Under $20,000",RENTER,Hispanic,N,2,30-34,English,ANAHEIM,ORANGE,$4.00 - $4.99,7day,ME,0,DirectMl,1
"Under $20,000",RENTER,Hispanic,N,1,24 years or less,Spanish,ANAHEIM,ORANGE,$3.00 - $3.99,soooooo,FE,0,TeleIn,1
"$  70,000 - $79,999",OWNER,Chinese,N,2,35-39,Chinese,CYPRESS,ORANGE,$0 - $0.01,sunonly,MW,0,Partner,1
"$  90,000 - $99,999",OWNER,Arab,N,1,60-64,English,CYPRESS,ORANGE,$2.00 - $2.99,sunonly,FM,0,Crew,1
"$  70,000 - $79,999",OWNER,English,N,29,60-64,English,GARDEN GROVE,ORANGE,$4.00 - $4.99,7day,MM,2,TeleIn,1
"$300,000 - $399,999",OWNER,Irish,N,26,75 years or more,English,VILLA PARK,ORANGE,$0.01 - $0.50,sunonly,FW,0,Partner,0
"$  40,000 - $49,999",OWNER,unknown,N,25,60-64,unknown,STANTON,ORANGE,$2.00 - $2.99,sunonly,FM,0,TeleIn,1
"$  80,000 - $89,999",OWNER,English,N,20,55-59,English,CYPRESS,ORANGE,$2.00 - $2.99,7day,MM,0,CircAdm,1
"$  30,000 - $39,999",RENTER,Dutch,N,2,30-34,English,FOUNTAIN VALLEY,ORANGE,$0.51 - $0.99,thu-sun,YM,0,CustCall,1
"$  20,000 - $29,999",RENTER,Vietnamese,Y,9,45-49,Vietnamese,GARDEN GROVE,ORANGE,$0.01 - $0.50,sunonly,YM,0,Partner,1
"$125,000 - $149,999",OWNER,English,N,3,35-39,English,ORANGE,ORANGE,$2.00 - $2.99,thu-sun,YW,0,TeleIn,1
"$  50,000 - $59,999",OWNER,English,N,10,30-34,English,ANAHEIM,ORANGE,$0 - $0.01,sunonly,MM,0,Partner,1
"$  90,000 - $99,999",OWNER,Hispanic,N,16,40-44,Spanish,SANTA ANA,ORANGE,$0 - $0.01,sunonly,FE,0,Partner,1
"$  90,000 - $99,999",OWNER,English,N,15,60-64,English,FOUNTAIN VALLEY,ORANGE,$3.00 - $3.99,thu-sun,MM,0,CustCall,1
"$  70,000 - $79,999",OWNER,Vietnamese,N,6,30-34,Vietnamese,WESTMINSTER,ORANGE,$0.01 - $0.50,sunonly,MW,0,Partner,1
"$  30,000 - $39,999",OWNER,Vietnamese,N,20,50-54,Vietnamese,GARDEN GROVE,ORANGE,$1.00 - $1.99,7day,MW,0,Partner,1
"$  60,000 - $69,999",OWNER,Hispanic,N,19,60-64,Spanish,STANTON,ORANGE,$0 - $0.01,sunonly,MW,0,Partner,1
"$  40,000 - $49,999",RENTER,Portuguese,N,1,40-44,Portuguese,COSTA MESA,ORANGE,$0 - $0.01,sunonly,YM,0,Partner,0
"$300,000 - $399,999",OWNER,Irish,Y,20,45-49,English,SAN CLEMENTE,ORANGE,$2.00 - $2.99,soooooo,FM,0,CustCall,1
"Under $20,000",RENTER,Italian,Y,6,45-49,Italian,LONG BEACH,LOS ANGELES,$0 - $0.01,sunonly,ME,0,Partner,0
"Under $20,000",RENTER,Hispanic,N,12,55-59,Spanish,ANAHEIM,ORANGE,$1.00 - $1.99,thu-sun,FE,0,TeleOut,1
"$100,000 - $124,999",OWNER,Hispanic,N,19,45-49,English,COSTA MESA,ORANGE,$0.01 - $0.50,7day,MW,0,CircAdm,1
"Under $20,000",OWNER,Irish,N,41,75 years or more,English,STANTON,ORANGE,$0 - $0.01,sunonly,FM,0,Partner,1
"Under $20,000",OWNER,Vietnamese,N,19,70-74,Vietnamese,ANAHEIM,ORANGE,$2.00 - $2.99,thu-sun,FM,0,Crew,1
"$  50,000 - $59,999",OWNER,English,N,2,24 years or less,English,CYPRESS,ORANGE,$0 - $0.01,sunonly,YM,0,Partner,1
"$  40,000 - $49,999",OWNER,Hispanic,N,20,60-64,Spanish,ANAHEIM,ORANGE,$0.01 - $0.50,sunonly,FM,0,Partner,1
"$  20,000 - $29,999",OWNER,English,Y,6,45-49,English,HUNTINGTON BEACH,ORANGE,$0 - $0.01,sunonly,FM,0,Partner,0
"$400,000 - $499,999",OWNER,Italian,N,18,60-64,Italian,HUNTINGTON BEACH,ORANGE,$1.00 - $1.99,7day,MW,0,RetenIn,1
"$  40,000 - $49,999",RENTER,Hispanic,N,2,35-39,English,FOUNTAIN VALLEY,ORANGE,$0.01 - $0.50,sunonly,YM,0,Crew1,0
"$  50,000 - $59,999",OWNER,English,Y,11,70-74,English,FULLERTON,ORANGE,$4.00 - $4.99,7day,YW,0,TeleIn,0
"$125,000 - $149,999",OWNER,Scottish (Scotch),Y,17,45-49,English,GARDEN GROVE,ORANGE,$1.00 - $1.99,sunonly,MW,0,Crew,1
"$175,000 - $199,999",OWNER,German,Y,38,75 years or more,English,HUNTINGTON BEACH,ORANGE,$4.00 - $4.99,7day,FM,0,CustCall,1
"$100,000 - $124,999",OWNER,Vietnamese,N,12,50-54,Vietnamese,WESTMINSTER,ORANGE,$0.01 - $0.50,sunonly,MM,0,Partner,1
"$  30,000 - $39,999",OWNER,Vietnamese,Y,9,70-74,Vietnamese,GARDEN GROVE,ORANGE,$0.01 - $0.50,sunonly,MW,0,Partner,1
"$100,000 - $124,999",OWNER,Vietnamese,N,21,45-49,English,WESTMINSTER,ORANGE,$2.00 - $2.99,thu-sun,MW,0,Crew,1
"$300,000 - $399,999",OWNER,unknown,N,40,70-74,unknown,SAN CLEMENTE,ORANGE,$1.00 - $1.99,7day,MW,0,CustCall,1
"$  20,000 - $29,999",RENTER,Japanese,N,4,24 years or less,English,IRVINE,ORANGE,$1.00 - $1.99,sunonly,YM,0,CustCall,1
"$  50,000 - $59,999",RENTER,Hispanic,N,8,45-49,English,SAN CLEMENTE,ORANGE,$4.00 - $4.99,7day,YE,0,DirectMl,1
"$  40,000 - $49,999",OWNER,Persian,N,23,75 years or more,English,IRVINE,ORANGE,$0.01 - $0.50,sunonly,MW,0,Partner,1
